LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Fire Adm,Direct Expenses,Print Copy-Rmb,,,,3100,3100,3100,3100,3100,2000,4
General Fund,Fire Adm,Direct Expenses,Repairs-Other Equip,,,,,,,,,2500,4
General Fund,Fire Adm,Direct Expenses,Rsv-Wide Area Network,,,,1123,1123,1123,1123,,,4
General Fund,Fire Adm,Direct Expenses,Service Contracts-Other,,,,,,11000,123000,122000,75000,4
General Fund,Fire Adm,Direct Expenses,Small Equipment,,,,,,,45000,29000,29000,4
General Fund,Fire Adm,Direct Expenses,Wireless Data Comm,,,,,,,78960,110848,,4
General Fund,Fire Adm,Direct Expenses Total,,,,,72870,82704,99530,510035,520392,506589,3
General Fund,Fire Adm,Employee Benefits,457 Plan Offset,,,,-5751,,,,,,4
General Fund,Fire Adm,Employee Benefits,Dental Insurance,,,,3289,3967,5078,4966,6397,6738,4
General Fund,Fire Adm,Employee Benefits,Dental Insurance Increment,,,,,79,,,-532,,4
General Fund,Fire Adm,Employee Benefits,FICA Temp,,,,719,437,437,675,1118,437,4
General Fund,Fire Adm,Employee Benefits,Group Life Ad & Di,,,,523,545,652,597,635,674,4
General Fund,Fire Adm,Employee Benefits,Health Insurance,,,,63232,71838,87612,69408,78186,82161,4
General Fund,Fire Adm,Employee Benefits,Health Insurance Increment,,,,-5718,-10492,-12169,-4129,-5880,6080,4
General Fund,Fire Adm,Employee Benefits,Medicare,,,,8423,8784,10510,10040,10232,10859,4
General Fund,Fire Adm,Employee Benefits,Medicare Temp,,,,168,102,102,158,261,102,4
General Fund,Fire Adm,Employee Benefits,Retirement,,,,39965,40831,51246,48954,49396,54246,4
General Fund,Fire Adm,Employee Benefits,Retirement Temp,,,,595,529,505,,522,522,4
General Fund,Fire Adm,Employee Benefits,Social Security,,,,36015,37560,44940,42930,43750,46433,4
General Fund,Fire Adm,Employee Benefits,Supplemental Retirement,,,,17427,12116,14497,20200,18134,19335,4
General Fund,Fire Adm,Employee Benefits Total,,,,,158887,166296,203410,193799,202219,227588,3
General Fund,Fire Adm,Miscellaneous,Licenses/Dues & Publications,,,,764,764,1062,1685,15025,15335,4
General Fund,Fire Adm,Miscellaneous,Postage - Dept Charges,,,,,,,3000,3000,3500,4
General Fund,Fire Adm,Miscellaneous,Training & Travel & Reg,,,,100,9600,17000,24000,24000,24000,4
General Fund,Fire Adm,Miscellaneous Total,,,,,864,10364,18062,28685,42025,42835,3
General Fund,Fire Adm,Other Expense,To ISF-Prop/Liab Claims,,,,,,39248,37481,34991,33122,4
General Fund,Fire Adm,Other Expense,To ISF-Prop/Liab Premium,,,,,,67320,70303,75691,65596,4
General Fund,Fire Adm,Other Expense,To Isf-Sir Workers Comp,,,,1312772,1138155,1039164,840102,835845,871789,4
General Fund,Fire Adm,Other Expense,To ISF-WC Excess Premium,,,,,,72370,77289,71293,76227,4
General Fund,Fire Adm,Other Expense Total,,,,,1312772,1138155,1218102,1025175,1017820,1046734,3
General Fund,Fire Adm,Salaries and Wages,Earnings Offset,,,,-2007,,,887,,,4
General Fund,Fire Adm,Salaries and Wages,Longevity,,,,8449,9853,12397,10323,11327,11520,4
General Fund,Fire Adm,Salaries and Wages,Merit Increase,,,,2007,15,51,41,,,4
General Fund,Fire Adm,Salaries and Wages,Range Increase,,,,21,15,51,41,,,4
General Fund,Fire Adm,Salaries and Wages,Salaries-Ft,,,,570408,595921,712342,682023,694324,737406,4
General Fund,Fire Adm,Salaries and Wages,Salaries-Ot For Ft Staff,,,,9600,7051,7050,7050,7050,7050,4
General Fund,Fire Adm,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,2000,,10881,10881,10990,,4
General Fund,Fire Adm,Salaries and Wages Total,,,,,590478,612855,742772,711246,723691,755976,3
General Fund,Fire AdministrationTotal,,,,,,2135871,2010374,2281876,2556740,2593947,2667523,2
General Fund,Fire Operatingions,Direct Expenses,Broadband/Internet Fees,,,,30000,30000,30000,,,,4
General Fund,Fire Operatingions,Direct Expenses,Cellular/Wireless Voice Lines,,,,30000,12500,18250,,,,4
General Fund,Fire Operatingions,Direct Expenses,Chemicals,,,,5000,,,,,,4
General Fund,Fire Operatingions,Direct Expenses,Computer Lease,,,,65072,65649,71622,61651,69757,70996,4
General Fund,Fire Operatingions,Direct Expenses,Computer Operatingions & Access,,,,42800,47744,78648,,,,4
General Fund,Fire Operatingions,Direct Expenses,Contractual Svcs-Other,,,,422844,66322,86322,86322,86322,70644,4
General Fund,Fire Operatingions,Direct Expenses,Copier Maintenance/Impressions,,,,250,627,1365,1365,1365,1364,4
General Fund,Fire Operatingions,Direct Expenses,Equipment Usage Charge,,,,564712,722716,709620,709620,679390,1129390,4
General Fund,Fire Operatingions,Direct Expenses,Office Supplies,,,,9100,9350,9350,5350,5350,6350,4
General Fund,Fire Operatingions,Direct Expenses,Operatingional & Maint Supplies,,,,69700,69700,69700,121200,121200,141200,4
General Fund,Fire Operatingions,Direct Expenses,Photocopy Maint,,,,3942,2609,2609,2609,2609,2717,4
General Fund,Fire Operatingions,Direct Expenses,Print Copy-Rmb,,,,1000,1000,1000,1000,1000,1000,4
General Fund,Fire Operatingions,Direct Expenses,Repairs-Other Equip,,,,8200,8200,8200,3200,3200,3200,4
General Fund,Fire Operatingions,Direct Expenses,Safety/Medical Supplies,,,,89875,89875,89875,89875,,,4
General Fund,Fire Operatingions,Direct Expenses,Service Contracts-Other,,,,,,80000,,,,4
General Fund,Fire Operatingions,Direct Expenses,Small Equipment,,,,42000,42000,42000,42000,235841,10000,4
General Fund,Fire Operatingions,Direct Expenses,Telephone/Comm (Hard Lines),,,,1000,1000,,,,,4
General Fund,Fire Operatingions,Direct Expenses,Training Supplies,,,,,7100,8500,9500,9500,10500,4
General Fund,Fire Operatingions,Direct Expenses,Wireless Data Comm,,,,74400,60000,78960,,,,4
General Fund,Fire Operatingions,Direct Expenses Total,,,,,1459895,1236392,1386021,1133692,1215534,1447362,3
General Fund,Fire Operatingions,Employee Benefits,457 Plan Offset,,,,-260202,,,,,,4
General Fund,Fire Operatingions,Employee Benefits,Dental Insurance,,,,231410,273817,267302,296571,373680,379045,4
General Fund,Fire Operatingions,Employee Benefits,Dental Insurance Increment,,,,,5476,,,-31090,,4
General Fund,Fire Operatingions,Employee Benefits,FICA Temp,,,,114055,113987,107787,113559,115483,120784,4
General Fund,Fire Operatingions,Employee Benefits,Group Life Ad & Di,,,,25146,25306,25608,26561,27168,27083,4
General Fund,Fire Operatingions,Employee Benefits,Health Insurance,,,,4436336,4792803,4787428,3951348,4295203,4219589,4
General Fund,Fire Operatingions,Employee Benefits,Health Insurance Increment,,,,-401164,-493835,-664974,-225493,-322999,312250,4
General Fund,Fire Operatingions,Employee Benefits,Medicare,,,,405131,408222,413104,428460,437710,436341,4
General Fund,Fire Operatingions,Employee Benefits,Medicare Temp,,,,26674,26658,25208,26558,27008,28248,4
General Fund,Fire Operatingions,Employee Benefits,Retirement,,,,1922277,1897527,2014237,2090195,2113083,2181708,4
General Fund,Fire Operatingions,Employee Benefits,Retirement Temp,,,,114055,137888,124650,135538,137834,144161,4
General Fund,Fire Operatingions,Employee Benefits,Social Security,,,,1732284,1745499,1766375,1832035,1871588,1865736,4
General Fund,Fire Operatingions,Employee Benefits,Supplemental Retirement,,,,788492,530995,538923,798719,744717,730217,4
General Fund,Fire Operatingions,Employee Benefits Total,,,,,9134494,9464343,9405648,9474051,9789385,10445163,3
General Fund,Fire Operatingions,Miscellaneous,Licenses/Dues & Publications,,,,11270,11270,12340,12940,,,4
General Fund,Fire Operatingions,Miscellaneous,Mileage Reimb,,,,10000,10000,10000,18000,18000,13000,4
General Fund,Fire Operatingions,Miscellaneous,Training & Travel & Reg,,,,10000,10000,10000,20000,20000,22000,4
General Fund,Fire Operatingions,Miscellaneous Total,,,,,31270,31270,32340,50940,38000,35000,3
General Fund,Fire Operatingions,Salaries and Wages,Earnings Offset,,,,-156186,,,60826,,,4
General Fund,Fire Operatingions,Salaries and Wages,Holiday Pay,,,,1300000,1200000,1100000,1132770,1143693,1229193,4
General Fund,Fire Operatingions,Salaries and Wages,Longevity,,,,648821,631230,578446,549221,558422,537388,4
General Fund,Fire Operatingions,Salaries and Wages,Merit Increase,,,,156186,1072,1878,1664,,,4
General Fund,Fire Operatingions,Salaries and Wages,Range Increase,,,,1370,1072,1878,1664,,,4
General Fund,Fire Operatingions,Salaries and Wages,Salaries-Ft,,,,27133688,27519848,27907712,28996406,29628486,29555136,4
General Fund,Fire Operatingions,Salaries and Wages,Salaries-Ot For Ft Staff,,,,539600,638500,638500,698826,718935,718935,4
General Fund,Fire Operatingions,Salaries and Wages Total,,,,,29623479,29991722,30228414,31441377,32049536,32040652,3
General Fund,Fire Operatingions Total,,,,,,40249138,40723727,41052423,42100060,43092455,43968177,2
General Fund,Fire Support Svcs,Direct Expenses,Antique Vehicle Repair/Maint,,,,,,,,,5000,4
General Fund,Fire Support Svcs,Direct Expenses,Computer Lease,,,,4202,4525,3578,4586,4620,3791,4
General Fund,Fire Support Svcs,Direct Expenses,Computer Operatingions & Access,,,,13680,20500,20500,,,,4
General Fund,Fire Support Svcs,Direct Expenses,Contractual Svcs-Other,,,,32310,34810,29810,40160,40160,51320,4
General Fund,Fire Support Svcs,Direct Expenses,Copier Maintenance/Impressions,,,,230,401,683,683,683,682,4
General Fund,Fire Support Svcs,Direct Expenses,Electric Service,,,,188800,188800,188800,194700,194700,190000,4
General Fund,Fire Support Svcs,Direct Expenses,Equipment Repair Parts,,,,524602,507000,507000,625000,675500,719500,4
General Fund,Fire Support Svcs,Direct Expenses,Equipment Usage Charge,,,,,,3900,3900,20710,38794,4
General Fund,Fire Support Svcs,Direct Expenses,Motor Fuels & Lubricants,,,,428434,578421,630149,591551,593631,595789,4
General Fund,Fire Support Svcs,Direct Expenses,Natural Gas Svc,,,,103000,96000,96000,100000,100000,75000,4
General Fund,Fire Support Svcs,Direct Expenses,Office Supplies,,,,4670,3400,3400,5000,5000,5000,4
General Fund,Fire Support Svcs,Direct Expenses,Operatingional & Maint Supplies,,,,144345,144345,137695,185300,243159,295609,4
General Fund,Fire Support Svcs,Direct Expenses,Pest Control Service,,,,8500,8700,9000,15000,15000,15000,4
General Fund,Fire Support Svcs,Direct Expenses,Photocopy Maint,,,,1782,1305,1305,1305,1305,1304,4
General Fund,Fire Support Svcs,Direct Expenses,Recycling Fees,,,,,32,32,32,32,,4
General Fund,Fire Support Svcs,Direct Expenses,Repairs-Bldg/Structure,,,,270159,272000,280000,400000,400000,400000,4
General Fund,Fire Support Svcs,Direct Expenses,Repairs-Other Equip,,,,45500,45500,49500,90500,101300,107100,4
General Fund,Fire Support Svcs,Direct Expenses,Service Contracts-Other,,,,109650,109060,54260,84400,84400,86400,4
General Fund,Fire Support Svcs,Direct Expenses,Small Equipment,,,,32500,32500,34650,128625,128625,143875,4
General Fund,Fire Support Svcs,Direct Expenses,Solid Waste Disposal Fees,,,,,93,93,93,93,125,4
General Fund,Fire Support Svcs,Direct Expenses,Tires & Tubes,,,,120000,120000,120000,200000,210000,220000,4
General Fund,Fire Support Svcs,Direct Expenses,Uniforms,,,,434100,583100,703100,861402,864576,926774,4
General Fund,Fire Support Svcs,Direct Expenses Total,,,,,2466464,2750492,2873455,3532237,3683494,3881063,3
General Fund,Fire Support Svcs,Employee Benefits,457 Plan Offset,,,,-5730,,,,,,4
General Fund,Fire Support Svcs,Employee Benefits,Dental Insurance,,,,4230,4440,4429,6162,8307,9089,4
General Fund,Fire Support Svcs,Employee Benefits,Dental Insurance Increment,,,,,88,,,-692,,4
General Fund,Fire Support Svcs,Employee Benefits,FICA Temp,,,,3507,2540,3522,2540,2759,3276,4
General Fund,Fire Support Svcs,Employee Benefits,Group Life Ad & Di,,,,521,526,506,577,602,606,4
General Fund,Fire Support Svcs,Employee Benefits,Health Insurance,,,,67554,73372,75072,80388,91038,98088,4
General Fund,Fire Support Svcs,Employee Benefits,Health Insurance Increment,,,,-6109,-11862,-10428,-4783,-6846,7259,4
General Fund,Fire Support Svcs,Employee Benefits,Medicare,,,,8391,8471,8159,9295,9700,9762,4
General Fund,Fire Support Svcs,Employee Benefits,Medicare Temp,,,,820,594,824,594,645,766,4
General Fund,Fire Support Svcs,Employee Benefits,Retirement,,,,39814,39377,39786,45317,46828,48811,4
General Fund,Fire Support Svcs,Employee Benefits,Retirement Temp,,,,2540,3072,2937,3031,2109,2109,4
General Fund,Fire Support Svcs,Employee Benefits,Social Security,,,,35880,36222,34890,39741,41476,41742,4
General Fund,Fire Support Svcs,Employee Benefits,Supplemental Retirement,,,,17362,10245,9011,15332,15432,15500,4
General Fund,Fire Support Svcs,Employee Benefits Total,,,,,168780,167085,168708,198194,211358,237009,3
General Fund,Fire Support Svcs,Interfund Transfers In/Out,To 310 W/S Reimb,,,,46000,49000,49000,66000,66000,80000,4
General Fund,Fire Support Svcs,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,12000,20262,46692,30892,30892,12000,4
General Fund,Fire Support Svcs,Interfund Transfers In/Out Total,,,,,58000,69262,95692,96892,96892,92000,3
General Fund,Fire Support Svcs,Miscellaneous,Licenses/Dues & Publications,,,,40,40,290,310,,,4
General Fund,Fire Support Svcs,Miscellaneous,Training & Travel & Reg,,,,7000,7000,7000,7000,7000,7000,4
General Fund,Fire Support Svcs,Miscellaneous Total,,,,,7040,7040,7290,7310,7000,7000,3
General Fund,Fire Support Svcs,Salaries and Wages,Earnings Offset,,,,-2834,,,305,,,4
General Fund,Fire Support Svcs,Salaries and Wages,Longevity,,,,14451,13646,9365,12142,14816,13439,4
General Fund,Fire Support Svcs,Salaries and Wages,Merit Increase,,,,2834,19,33,33,,,4
General Fund,Fire Support Svcs,Salaries and Wages,Range Increase,,,,28,19,33,33,,,4
General Fund,Fire Support Svcs,Salaries and Wages,Salaries-Ft,,,,561390,570552,553313,628775,654149,659822,4
General Fund,Fire Support Svcs,Salaries and Wages,Salaries-Ot For Ft Staff,,,,40960,40960,40960,40960,28500,28500,4
General Fund,Fire Support Svcs,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,15600,15600,15834,15834,15992,24336,4
General Fund,Fire Support Svcs,Salaries and Wages Total,,,,,632429,640796,619538,698082,713457,726097,3
General Fund,Fire Support Svcs Total,,,,,,3332713,3634675,3764683,4532715,4712201,4943169,2
General Fund,Fire Training,Capital Equipment,Safety/Hazmat Equip,,,,12500,15000,15000,10000,10000,,4
General Fund,Fire Training,Capital Equipment,Training Equip,,,,3500,3500,3500,10000,10000,10000,4
General Fund,Fire Training,Capital Equipment Total,,,,,16000,18500,18500,20000,20000,10000,3
General Fund,Fire Training,Direct Expenses,Computer Lease,,,,6629,7477,6827,10290,7708,7797,4
General Fund,Fire Training,Direct Expenses,Contractual Svcs-Other,,,,7500,32000,57000,60000,46000,65000,4
General Fund,Fire Training,Direct Expenses,Copier Maintenance/Impressions,,,,230,1067,683,683,683,682,4
General Fund,Fire Training,Direct Expenses,Equipment Usage Charge,,,,27200,27200,15300,15300,11000,17832,4
General Fund,Fire Training,Direct Expenses,Medical Services,,,,30000,30000,30000,47000,47000,23000,4
General Fund,Fire Training,Direct Expenses,Natural Gas Svc,,,,,25000,25000,10000,10000,10000,4
General Fund,Fire Training,Direct Expenses,Office Supplies,,,,4270,4500,4500,4500,4500,4500,4
General Fund,Fire Training,Direct Expenses,Operatingional & Maint Supplies,,,,29750,29750,34950,34950,38950,38950,4
General Fund,Fire Training,Direct Expenses,Photocopy Maint,,,,2655,2680,2708,2708,2708,2708,4
General Fund,Fire Training,Direct Expenses,Print Copy-Rmb,,,,10000,8000,8000,8000,8000,8000,4
General Fund,Fire Training,Direct Expenses,Repairs-Bldg/Structure,,,,,,,10000,10000,10000,4
General Fund,Fire Training,Direct Expenses,Repairs-Other Equip,,,,10500,8000,8000,8000,8000,17000,4
General Fund,Fire Training,Direct Expenses,Safety/Medical Supplies,,,,,,,,89875,100000,4
General Fund,Fire Training,Direct Expenses,Service Contracts-Other,,,,25000,34000,23000,23000,55500,47500,4
General Fund,Fire Training,Direct Expenses,Small Equipment,,,,21200,21200,21200,41200,21200,51200,4
General Fund,Fire Training,Direct Expenses,Special Projects & Programs,,,,80964,80964,80964,98737,98737,98737,4
General Fund,Fire Training,Direct Expenses,Telephone/Comm (Hard Lines),,,,1200,1200,60,60,60,,4
General Fund,Fire Training,Direct Expenses,Training Supplies,,,,63500,63500,63500,58500,54500,47000,4
General Fund,Fire Training,Direct Expenses,Uniforms,,,,26420,26420,26420,18500,11500,10000,4
General Fund,Fire Training,Direct Expenses,Wan Data Line,,,,4212,4212,4212,3875,3875,3875,4
General Fund,Fire Training,Direct Expenses Total,,,,,351230,407170,412324,455303,529796,563782,3
General Fund,Fire Training,Employee Benefits,457 Plan Offset,,,,-4322,,,,,,4
General Fund,Fire Training,Employee Benefits,Dental Insurance,,,,3188,3968,3534,4517,5877,6800,4
General Fund,Fire Training,Employee Benefits,Dental Insurance Increment,,,,,79,,,-489,,4
General Fund,Fire Training,Employee Benefits,FICA Temp,,,,1029,,1045,1045,1365,1365,4
General Fund,Fire Training,Employee Benefits,Group Life Ad & Di,,,,393,392,400,547,565,636,4
General Fund,Fire Training,Employee Benefits,Health Insurance,,,,64272,74503,66072,62916,68646,80202,4
General Fund,Fire Training,Employee Benefits,Health Insurance Increment,,,,-5812,-12045,-9177,-3744,-5162,5935,4
General Fund,Fire Training,Employee Benefits,Medicare,,,,6330,6319,6437,8813,9102,10241,4
General Fund,Fire Training,Employee Benefits,Medicare Temp,,,,241,,244,244,319,319,4
General Fund,Fire Training,Employee Benefits,Retirement,,,,30034,29371,31388,42969,43942,51205,4
