Fund,Department,Type,Account,Current,Amount,Revenue,Annotation
E 911 State Tax Fund-Operatingi,Emergency Communications,Miscellaneous,Organization Dev & Training,14000,3500,FALSE,0
Public Utilities Fund,Public Utilities Capital Improv,Direct Expenses,Office Supplies,5250,3500,FALSE,0
General Fund,PRCR - Strategic Plan & Devel,Direct Expenses,Computer Lease,26883,3471,FALSE,0
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Medicare,66658,3463,FALSE,0
General Fund,Fire Adm,Direct Expenses,Computer Lease,11422,3460,FALSE,0
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Dental Insurance,59838,3459,FALSE,0
General Fund,Purchasing,Employee Benefits,Medicare,9730,3455,FALSE,0
General Fund,Treasury Office,Employee Benefits,Supplemental Retirement,8775,3414,FALSE,0
General Fund,Police Administrative Services,Employee Benefits,FICA Temp,8718,3410,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Direct Expenses,Copier Maintenance/Impressions,3400,3400,FALSE,0
General Fund,PRCR - Resources,Direct Expenses,Computer Lease,31167,3394,FALSE,0
General Fund,Development Engineering Servic,Salaries and Wages,Expense Allowance,3360,3360,FALSE,0
General Fund,PRCR - Recreation,Employee Benefits,FICA Temp,235614,3339,FALSE,0
General Fund,Information Technology Admin,Employee Benefits,Social Security,55085,3326,FALSE,0
General Fund,Human Resources,Employee Benefits,Health Insurance,242967,3324,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Miscellaneous,Training & Travel & Reg,18870,3297,FALSE,0
General Fund,PRCR - Resources,Direct Expenses,Cellular/Wireless Voice Lines,8290,3290,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Employee Benefits,Health Insurance Increment,1800,3282,FALSE,0
General Fund,Accounting & Fin Reporting,Employee Benefits,Retirement,101252,3253,FALSE,0
General Fund,PRCR - Recreation,Direct Expenses,Print Copy-Rmb,20390,3250,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Direct Expenses,Motor Fuels & Lubricants,8590,3222,FALSE,0
General Fund,Construction Mgmt-Eng Svcs,Direct Expenses,Copier Maintenance/Impressions,3219,3219,FALSE,0
General Fund,Park Facility Maintenance,Direct Expenses,Chemicals,3200,3200,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Other Expense,RCC/ PAC Hospitality Exp,5000,3200,FALSE,0
General Fund,Inspections,Employee Benefits,Dental Insurance Increment,,3164,FALSE,0
General Fund,PRCR - Resources,Direct Expenses,Office Supplies,29357,3156,FALSE,0
General Fund,Police Field Operatingions,Employee Benefits,Supplemental Retirement,10593,3154,FALSE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Interfund Transfers In/Out,To 501 Technology Cap Proj,4540,3152,FALSE,0
General Fund,PRCR - Resources,Direct Expenses,Computer Operatingions & Access,25968,3150,FALSE,0
General Fund,PRCR - Recreation,Employee Benefits,Dental Insurance,71837,3145,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Direct Expenses,Copier Maintenance/Impressions,3141,3141,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Copier Maintenance/Impressions,3131,3131,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Employee Benefits,Group Life Ad & Di,3106,3106,FALSE,0
General Fund,Fire Adm,Direct Expenses,Operatingional & Maint Supplies,15900,3100,FALSE,0
Revolving Fund,Fire Adm,Employee Benefits,FICA Temp,3100,3100,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Direct Expenses,Motor Fuels & Lubricants,65201,3074,FALSE,0
General Fund,PRCR - Resources,Employee Benefits,Dental Insurance,30846,3065,FALSE,0
General Fund,Stormwater St Maint-Tran Svcs,Other Expense,To ISF-WC Excess Premium,3064,3064,FALSE,0
General Fund,Community Svcs,Employee Benefits,Retirement,65897,3061,FALSE,0
General Fund,Emergency Communications,Salaries and Wages,Longevity,49397,3060,FALSE,0
General Fund,Engineering Services,Miscellaneous,Records Storage Retention Svcs,3050,3050,FALSE,0
General Fund,Internal Audit Office,Salaries and Wages,Salaries-Ft,317696,3043,FALSE,0
General Fund,Land Development Services,Miscellaneous,Mileage Reimb,3040,3040,FALSE,0
Grants Fund,Transit - Trans Svcs,Salaries and Wages,Expense Allowance,3005,3005,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Wan Data Line,3000,3000,FALSE,0
General Fund,City Clerk,Direct Expenses,Print Copy-Rmb,15000,3000,FALSE,0
General Fund,Human Resources,Capital Equipment,Office Furniture & Equip,3000,3000,FALSE,0
General Fund,Human Resources,Direct Expenses,Office Supplies,13500,3000,FALSE,0
General Fund,Information Technology Admin,Direct Expenses,Office Supplies,3000,3000,FALSE,0
General Fund,Land Development Services,Direct Expenses,Small Equipment,3000,3000,FALSE,0
General Fund,Park Facility Maintenance,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,3000,3000,FALSE,0
General Fund,Revenue,Direct Expenses,Repairs-Office Equip,3000,3000,FALSE,0
General Fund,Stormwater St Maint-Tran Svcs,Direct Expenses,Computer Lease,3000,3000,FALSE,0
Grants Fund,Community Svcs,Other Expense,Volunteer Meals - Gr,13000,3000,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Miscellaneous,Postage - Dept Charges,3000,3000,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Miscellaneous,Organization Dev & Training,3000,3000,FALSE,0
Stormwater Utility Fund,Stormwater Mgmt-Eng Svcs,Miscellaneous,Postage,3000,3000,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Print Copy-Rmb,30300,3000,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Yardwaste Ctr,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,28000,3000,FALSE,0
Transit CAMPO Fund,CAMPO-Trans Svcs,Capital Equipment,Computer Equip,3000,3000,FALSE,0
Transit CAMPO Fund,CAMPO-Trans Svcs,Direct Expenses,Computer Lease,3000,3000,FALSE,0
General Fund,PRCR - Business Process Mgmt,Employee Benefits,Retirement,52982,2992,FALSE,0
General Fund,PRCR - Resources,Miscellaneous,Licenses/Dues & Publications,11794,2967,FALSE,0
E 911 State Tax Fund-Operatingi,Emergency Communications,Employee Benefits,Supplemental Retirement,9392,2963,FALSE,0
General Fund,PRCR - Resources,Salaries and Wages,Holiday Pay,10725,2925,FALSE,0
General Fund,Housing & Neighborhoods Dept,Employee Benefits,Health Insurance Increment,2042,2925,FALSE,0
General Fund,Special Appropriations,Other Expense,To ISF-Prop/Liab Premium,69456,2903,FALSE,0
General Fund,Transportation Services,Direct Expenses,Motor Pool Vehicle Use Costs,2900,2900,FALSE,0
General Fund,City Clerk,Employee Benefits,Social Security,23249,2891,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Direct Expenses,Computer Lease,21600,2875,FALSE,0
Stormwater Utility Fund,Stormwater Management,Employee Benefits,Dental Insurance Increment,,2869,FALSE,0
General Fund,Planning,Employee Benefits,Dental Insurance Increment,,2864,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Employee Benefits,Social Security,73185,2859,FALSE,0
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Dental Insurance,24757,2844,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Computer Operatingions & Access,2832,2832,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Direct Expenses,Photocopy Maint,2811,2811,FALSE,0
General Fund,Police Administrative Services,Direct Expenses,Computer Operatingions & Access,601407,2796,FALSE,0
Housing Development-Operatingin,Community Development,Miscellaneous,Training & Travel & Reg,17874,2791,FALSE,0
Revolving Fund,PRCR - Resources,Direct Expenses,Print Copy-Rmb,2765,2765,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Employee Benefits,Medicare,2760,2760,FALSE,0
General Fund,Information Technology Admin,Salaries and Wages,Longevity,11380,2753,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Salaries and Wages,Expense Allowance,2701,2701,FALSE,0
General Fund,Fire Adm,Employee Benefits,Social Security,46433,2683,FALSE,0
General Fund,Office of Economic Development,Employee Benefits,Health Insurance,40788,2676,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Social Security,164100,2654,FALSE,0
Community Development Block Gra,Community Development,Employee Benefits,Health Insurance (Retiree),25000,2653,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Dental Insurance Increment,,2653,FALSE,0
General Fund,Human Resources,Direct Expenses,Wireless Data Comm,8400,2640,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Recycling,Employee Benefits,Retirement,121472,2624,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Employee Benefits,Medicare,12305,2623,FALSE,0
Public Utilities Fund,Public Utilities Customer Care ,Employee Benefits,Group Life Ad & Di,2610,2610,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Employee Benefits,Opeb- Post Employment Benefits,2606,2606,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Direct Expenses,Photocopy Maint,2600,2600,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Direct Expenses,Professional Svcs-Other,2600,2600,FALSE,0
RCC/PAC Debt Svc Fund,Treasury Office,Direct Expenses,Arbitrage Rebate Consult,7500,2580,FALSE,0
Revolving Fund,Fire Training,Direct Expenses,Cellular/Wireless Voice Lines,3700,2579,FALSE,0
General Fund,Community Svcs,Direct Expenses,Wireless Data Comm,12804,2568,FALSE,0
Housing Development-Operatingin,Community Development,Direct Expenses,Computer Operatingions & Access,2565,2565,FALSE,0
Home Grant,Community Development,Employee Benefits,Opeb- Post Employment Benefits,2559,2559,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Uniforms,10840,2550,FALSE,0
General Fund,Revenue,Salaries and Wages,Salaries-Ft,735963,2533,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Salaries and Wages,Expense Allowance,2532,2532,FALSE,0
General Fund,Development Services,Employee Benefits,Dental Insurance Increment,,2527,FALSE,0
Parking Facilities Fund-Operati,Parking Operatingions -Trans Sv,Employee Benefits,Retirement Temp,2502,2502,FALSE,0
General Fund,Development Services,Miscellaneous,Postage - Dept Charges,2500,2500,FALSE,0
General Fund,Fire Adm,Direct Expenses,Repairs-Other Equip,2500,2500,FALSE,0
General Fund,Housing & Neighborhoods Dept,Miscellaneous,Licenses/Dues & Publications,2500,2500,FALSE,0
General Fund,Housing & Neighborhoods Dept,Miscellaneous,Training & Travel & Reg,2500,2500,FALSE,0
General Fund,Land Development Services,Direct Expenses,Motor Fuels & Lubricants,2500,2500,FALSE,0
General Fund,Land Development Services,Miscellaneous,Postage - Dept Charges,2500,2500,FALSE,0
General Fund,Office of the Fire Marshall,Direct Expenses,Small Equipment,5500,2500,FALSE,0
General Fund,PRCR - Business Process Mgmt,Miscellaneous,Licenses/Dues & Publications,5500,2500,FALSE,0
General Fund,Public Affairs,Miscellaneous,Advertising,25000,2500,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Miscellaneous,Training & Travel & Reg,2500,2500,FALSE,0
Public Utilities Fund,Neuse River Resc Recovery Fac,Capital Equipment,Shop Tools & Equip,2500,2500,FALSE,0
Public Utilities Fund,Public Utilities Customer Care ,Direct Expenses,Motor Pool Vehicle Use Costs,2500,2500,FALSE,0
General Fund,PRCR - Resources,Direct Expenses,Uniforms,13190,2495,FALSE,0
General Fund,IT Application Support,Employee Benefits,Medicare,34729,2493,FALSE,0
General Fund,Police Special Operatingions,Employee Benefits,Social Security,308085,2481,FALSE,0
General Fund,Fire Training,Salaries and Wages,Longevity,18388,2476,FALSE,0
Revolving Fund,Fire Adm,Direct Expenses,Operatingional & Maint Supplies,162475,2475,FALSE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Employee Benefits,Dental Insurance,19935,2471,FALSE,0
General Fund,Finance Administration,Employee Benefits,Supplemental Retirement,11064,2466,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Yardwaste Ctr,Employee Benefits,Retirement,22639,2455,FALSE,0
General Fund,Park Facility Maintenance,Miscellaneous,Training & Travel & Reg,2434,2434,FALSE,0
General Fund,Building & Safety Services,Direct Expenses,Service Contracts-Other,2425,2425,FALSE,0
General Fund,Treasury Office,Employee Benefits,Social Security,19901,2411,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Employee Benefits,Medicare Supplement,2400,2400,FALSE,0
General Fund,Engineering Services,Employee Benefits,Group Life Ad & Di,2396,2396,FALSE,0
General Fund,Human Resources,Employee Benefits,FICA Temp,7194,2386,FALSE,0
General Fund,Land Development Services,Employee Benefits,Group Life Ad & Di,2354,2354,FALSE,0
General Fund,IT Customer Relationship Mgt,Employee Benefits,Supplemental Retirement,18463,2345,FALSE,0
RCC/PAC Operatingions Fund,RCC Facility,Employee Benefits,Supplemental Retirement,50276,2338,FALSE,0
Public Utilities Fund,Public Utilities Utility Billin,Employee Benefits,Dental Insurance Increment,,2335,FALSE,0
General Fund,Police Administrative Services,Employee Benefits,Medicare,58258,2331,FALSE,0
Public Transit Fund-Operatingin,Accessible Rail Tran-Tran Svcs,Other Expense,To Isf-Sir Workers Comp,2326,2326,FALSE,0
General Fund,PRCR - Resources,Employee Benefits,Dental Insurance Increment,,2311,FALSE,0
Home Grant,Community Development,Employee Benefits,Supplemental Retirement,2294,2294,FALSE,0
General Fund,Land Development Services,Direct Expenses,Wireless Data Comm,2280,2280,FALSE,0
Solid Waste ServicesOperatingin,Solid Waste Admin,Direct Expenses,Computer Lease,20496,2252,FALSE,0
General Fund,PRCR - Parks - Urban Trees,Miscellaneous,Training & Travel & Reg,6630,2250,FALSE,0
E 911 State Tax Fund-Operatingi,Emergency Communications,Direct Expenses,Wan Data Line,6744,2244,FALSE,0
Public Utilities Fund,Public Utilities Capital Improv,Employee Benefits,Health Insurance,288472,2227,FALSE,0
General Fund,Park Facility Maintenance,Employee Benefits,Retirement Temp,2213,2213,FALSE,0
General Fund,Development Engineering Servic,Miscellaneous,Licenses/Dues & Publications,2195,2195,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Motor Fuels & Lubricants,595789,2158,FALSE,0
General Fund,Purchasing,Employee Benefits,Dental Insurance,5391,2142,FALSE,0
General Fund,PRCR - Recreation,Direct Expenses,Computer Lease,30869,2140,FALSE,0
Public Utilities Fund,Public Utilities Capital Improv,Employee Benefits,Social Security,157247,2130,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Employee Benefits,Health Insurance,226983,2121,FALSE,0
General Fund,Development Services,Direct Expenses,Print Copy-Rmb,4000,2100,FALSE,0
General Fund,Facilities Maint-Eng Svcs,Employee Benefits,Group Life Ad & Di,2095,2095,FALSE,0
General Fund,Human Resources,Miscellaneous,Mileage Reimb,3000,2089,FALSE,0
General Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Rental-Equipment,5239,2069,FALSE,0
General Fund,Design Development-Eng Svcs,Employee Benefits,Supplemental Retirement,2067,2067,FALSE,0
General Fund,Office of the Fire Marshall,Miscellaneous,Licenses/Dues & Publications,14830,2048,FALSE,0
General Fund,Police Detective Division,Employee Benefits,Medicare Temp,10209,2040,FALSE,0
General Fund,Fire Training,Employee Benefits,Supplemental Retirement,18498,2038,FALSE,0
General Fund,Human Resources,Miscellaneous,Licenses/Dues & Publications,17816,2030,FALSE,0
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Longevity,41554,2029,FALSE,0
General Fund,City Attorney,Salaries and Wages,Longevity,34556,2028,FALSE,0
General Fund,PRCR - Resources,Miscellaneous,Mileage Reimb,16410,2021,FALSE,0
General Fund,Safelight-Tran Svcs,Employee Benefits,Supplemental Retirement,2008,2008,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Direct Expenses,Office Supplies,2001,2001,FALSE,0
General Fund,Building & Safety Services,Salaries and Wages,Incentive Pay,2000,2000,FALSE,0
General Fund,City Attorney,Direct Expenses,Office Supplies,11000,2000,FALSE,0
General Fund,City Attorney,Miscellaneous,Advertising,2000,2000,FALSE,0
General Fund,Construction Mgmt-Eng Svcs,Direct Expenses,Professional Svcs-Other,2000,2000,FALSE,0
General Fund,Construction Mgmt-Eng Svcs,Miscellaneous,Licenses/Dues & Publications,2000,2000,FALSE,0
General Fund,Development Engineering Servic,Direct Expenses,Office Supplies,2000,2000,FALSE,0
General Fund,Development Engineering Servic,Direct Expenses,Professional Svcs-Other,2000,2000,FALSE,0
General Fund,Emergency Communications,Direct Expenses,Uniforms,3200,2000,FALSE,0
General Fund,Fire Operatingions,Miscellaneous,Training & Travel & Reg,22000,2000,FALSE,0
General Fund,Fire Support Svcs,Direct Expenses,Service Contracts-Other,86400,2000,FALSE,0
General Fund,Fire-Hazmat Operatingions,Direct Expenses,Cellular/Wireless Voice Lines,2800,2000,FALSE,0
General Fund,Planning,Miscellaneous,Advertising,44000,2000,FALSE,0
General Fund,Police Administrative Services,Direct Expenses,Uniforms,690890,2000,FALSE,0
General Fund,PRCR - Business Process Mgmt,Direct Expenses,Contractual Svcs-Other,31000,2000,FALSE,0
General Fund,PRCR - Parks - Cemetery Maint,Direct Expenses,Landscape/Grounds Maint Suppli,2000,2000,FALSE,0
General Fund,PRCR - Parks - Greenway Maint,Direct Expenses,Landscape/Grounds Maint Suppli,5000,2000,FALSE,0
General Fund,Public Affairs-RTN,Capital Equipment,Office Furniture & Equip,2000,2000,FALSE,0
General Fund,Purchasing,Direct Expenses,Computer Lease,7300,2000,FALSE,0
General Fund,Safelight-Tran Svcs,Miscellaneous,Training & Travel & Reg,2000,2000,FALSE,0
General Fund,Stormwater St Maint-Tran Svcs,Salaries and Wages,Holiday Pay,2000,2000,FALSE,0
General Fund,Transportation Services,Miscellaneous,Promotions,2000,2000,FALSE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Direct Expenses,Vehicle Maint & Operatingion,2000,2000,FALSE,0
Public Utilities Fund,Public Utilities Meters,Direct Expenses,Computer Operatingions & Access,2800,2000,FALSE,0
