LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Inspections,Other Expense,To ISF-WC Excess Premium,,,,,,2654,5722,5422,,4
General Fund,Inspections,Other Expense Total,,,,,46926,36304,65867,98710,92139,,3
General Fund,Inspections,Salaries and Wages,Earnings Offset,,,,-29330,,,2101,,,4
General Fund,Inspections,Salaries and Wages,Expense Allowance,,,,780,3200,800,600,600,,4
General Fund,Inspections,Salaries and Wages,Longevity,,,,117153.04,109105.88,92710.73,59046.54,52882.61,,4
General Fund,Inspections,Salaries and Wages,Merit Increase,,,,29328.86,210.53,390.14,257.87,,,4
General Fund,Inspections,Salaries and Wages,Range Increase,,,,258.45,210.53,390.14,257.87,,,4
General Fund,Inspections,Salaries and Wages,Salaries-Ft,,,,5311580.69,5141531.2,4754955.73,3428666.79,3937336.5,,4
General Fund,Inspections,Salaries and Wages,Salaries-Ot For Ft Staff,,,,5120,22000,22000,72000,22000,,4
General Fund,Inspections,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,10000,10100,,4
General Fund,Inspections,Salaries and Wages Total,,,,,5434891.04,5276258.14,4871246.74,3572930.07,4022919.11,,3
General Fund,Inspections Total,,,,,,8054301.78,7741384.42,7312498.43,5172328.17,5962201.13,,2
General Fund,Internal Audit Office,Direct Expenses,Computer Lease,,,,,,,2700,2700,2700,4
General Fund,Internal Audit Office,Direct Expenses,Computer Operations & Access,,,,,,,1860,1860,1860,4
General Fund,Internal Audit Office,Direct Expenses,Contractual Svcs-Other,,,,,,,70000,100795,100795,4
General Fund,Internal Audit Office,Direct Expenses,Copier Maintenance/Impressions,,,,,,,200,200,200,4
General Fund,Internal Audit Office,Direct Expenses,Office Supplies,,,,,,,400,400,400,4
General Fund,Internal Audit Office,Direct Expenses,Photocopy Maint,,,,,,,652,652,652,4
General Fund,Internal Audit Office,Direct Expenses,Print Copy-Rmb,,,,,,,300,300,300,4
General Fund,Internal Audit Office,Direct Expenses,Rental-Real Property,,,,,,,20295,,,4
General Fund,Internal Audit Office,Direct Expenses,Repairs-Bldg/Structure,,,,,,,10000,,,4
General Fund,Internal Audit Office,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,,500,,,4
General Fund,Internal Audit Office,Direct Expenses,Vehicle Maint & Operation,,,,,,,900,900,900,4
General Fund,Internal Audit Office,Direct Expenses Total,,,,,,,,107807,107807,107807,3
General Fund,Internal Audit Office,Employee Benefits,Dental Insurance,,,,,,,2473.4,2941.64,2936.88,4
General Fund,Internal Audit Office,Employee Benefits,Dental Insurance Increment,,,,,,,,-244.74,,4
General Fund,Internal Audit Office,Employee Benefits,Group Life Ad & Di,,,,,,,278.71,284.95,287.74,4
General Fund,Internal Audit Office,Employee Benefits,Health Insurance,,,,,,,29148,30276,27780,4
General Fund,Internal Audit Office,Employee Benefits,Health Insurance Increment,,,,,,,-1305.91,-2276.76,2055.72,4
General Fund,Internal Audit Office,Employee Benefits,Medicare,,,,,,,4490.41,4590.92,4635.9,4
General Fund,Internal Audit Office,Employee Benefits,Retirement,,,,,,,21963.3,22163.07,23179.45,4
General Fund,Internal Audit Office,Employee Benefits,Social Security,,,,,,,19200.37,19630.15,19822.43,4
General Fund,Internal Audit Office,Employee Benefits,Supplemental Retirement,,,,,,,8404.12,8702.91,6826.8,4
General Fund,Internal Audit Office,Employee Benefits Total,,,,,,,,84652.4,86068.14,87524.92,3
General Fund,Internal Audit Office,Miscellaneous,Licenses/Dues & Publications,,,,,,,1520,1520,1520,4
General Fund,Internal Audit Office,Miscellaneous,Training & Travel & Reg,,,,,,,12303,12303,12303,4
General Fund,Internal Audit Office,Miscellaneous Total,,,,,,,,13823,13823,13823,3
General Fund,Internal Audit Office,Salaries and Wages,Earnings Offset,,,,,,,938,,,4
General Fund,Internal Audit Office,Salaries and Wages,Longevity,,,,,,,962.63,1962.73,2020.23,4
General Fund,Internal Audit Office,Salaries and Wages,Merit Increase,,,,,,,24,,,4
General Fund,Internal Audit Office,Salaries and Wages,Range Increase,,,,,,,24,,,4
General Fund,Internal Audit Office,Salaries and Wages,Salaries-Ft,,,,,,,308672.74,314652.66,317696.31,4
General Fund,Internal Audit Office,Salaries and Wages Total,,,,,,,,310621.37,316615.39,319716.54,3
General Fund,Internal Audit Office Total,,,,,,,,,516903.77,524313.53,528871.46,2
General Fund,IT Application Support,Direct Expenses,Computer Operations & Access,,,,2038164,1478909,1577509,1186009,1318776,2511887,4
General Fund,IT Application Support,Direct Expenses,Contractual Svcs-Other,,,,4100,,,,,200000,4
General Fund,IT Application Support,Direct Expenses,Professional Svcs-Other,,,,932090,693370,693370,760010,741520,231500.75,4
General Fund,IT Application Support,Direct Expenses Total,,,,,2974354,2172279,2270879,1946019,2060296,2943387.75,3
General Fund,IT Application Support,Employee Benefits,457 Plan Offset,,,,-20030,,,,,,4
General Fund,IT Application Support,Employee Benefits,Dental Insurance,,,,13594,13978.5,13741.32,13623,17748.12,18917.64,4
General Fund,IT Application Support,Employee Benefits,Dental Insurance Increment,,,,,279.57,,,-1433.8,,4
General Fund,IT Application Support,Employee Benefits,Group Life Ad & Di,,,,2012.07,1920.7,1924.93,1800.71,2000.9,2155.58,4
General Fund,IT Application Support,Employee Benefits,Health Insurance,,,,263838,257811,257112,209088,249780.48,267735.36,4
General Fund,IT Application Support,Employee Benefits,Health Insurance Increment,,,,-23858,-41681.43,-35712.85,-12440.73,-18242.05,19279.62,4
General Fund,IT Application Support,Employee Benefits,Medicare,,,,32416.95,30944.64,31012.32,29011.35,32236.37,34728.86,4
General Fund,IT Application Support,Employee Benefits,Retirement,,,,154184.77,143839.21,151211.86,141455.3,155662.09,173574.57,4
General Fund,IT Application Support,Employee Benefits,Social Security,,,,138610.35,132314.99,132604.44,124048.5,137838.34,148495.85,4
General Fund,IT Application Support,Employee Benefits,Supplemental Retirement,,,,60696.06,40292.01,38232.19,55852.61,59614.05,64320.71,4
General Fund,IT Application Support,Employee Benefits Total,,,,,621464.2,579699.19,590126.21,562438.74,635204.5,729208.19,3
General Fund,IT Application Support,Salaries and Wages,Earnings Offset,,,,-14958,,,1831,,,4
General Fund,IT Application Support,Salaries and Wages,Longevity,,,,31399.83,34292.04,32983.74,26866.84,36406.23,29660.29,4
General Fund,IT Application Support,Salaries and Wages,Merit Increase,,,,14957.37,87.49,162.87,127.04,,,4
General Fund,IT Application Support,Salaries and Wages,Range Increase,,,,160.04,87.49,162.87,127.04,,,4
General Fund,IT Application Support,Salaries and Wages,Salaries-Ft,,,,2189134.06,2099646,2105471.68,1973661.22,2186792.6,2365434.38,4
General Fund,IT Application Support,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,16500,,,,,,4
General Fund,IT Application Support,Salaries and Wages,Salary Reserve,,,,,,12169.29,12169.29,12169.29,12169.29,4
General Fund,IT Application Support,Salaries and Wages Total,,,,,2237193.3,2134113.02,2150950.45,2014782.43,2235368.12,2407263.96,3
General Fund,IT Application Support Total,,,,,,5833011.5,4886091.21,5011955.66,4523240.17,4930868.62,6079859.9,2
General Fund,IT Customer Relationship Mgt,Direct Expenses,Computer Lease,,,,,355398,355398,276101,,,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Computer Operations & Access,,,,367612,424835,428035,417605,420169,474169,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,MFD Enterprise Acct,,,,,653167,810161,810161,810161,810161,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,MFD Lease Contra Account,,,,,-653167,-810161,-810161,-810161,-810161,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Office Supplies,,,,,500,500,500,,,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Photocopy Maint,,,,,10000,13000,13000,13000,,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Print Copy-Rmb,,,,,4300,4300,1199,,,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Professional Svcs-Other,,,,168480,506144,506144,506144,283000,215000,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Rental-Real Property,,,,,1000,1000,1000,2000,2000,4
General Fund,IT Customer Relationship Mgt,Direct Expenses,Telephone/Comm (Hard Lines),,,,,52000,27000,27000,27000,,4
General Fund,IT Customer Relationship Mgt,Direct Expenses Total,,,,,536092,1354177,1335377,1242549,745169,691169,3
General Fund,IT Customer Relationship Mgt,Employee Benefits,457 Plan Offset,,,,-6474,,,,,,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Dental Insurance,,,,4698,5161.58,4727.6,4494.24,5549.04,6079.4,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Dental Insurance Increment,,,,,103.23,,,-461.67,,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Group Life Ad & Di,,,,637.46,626.77,599.24,553.25,588.85,668.54,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Health Insurance,,,,85065,99233,90216,78864,93165.12,97248,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Health Insurance Increment,,,,-8174,-16042.94,-12531,-4692.41,-7006.01,7196.36,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Medicare,,,,10270.11,10097.62,9654.36,8913.39,9486.99,10771.17,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Retirement,,,,48729.92,46936.47,47073.21,43460.45,45799.26,53855.83,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Social Security,,,,43913.62,43175.98,41280.59,38112.43,40565.09,46056.02,4
General Fund,IT Customer Relationship Mgt,Employee Benefits,Supplemental Retirement,,,,18147.95,11950.65,12371.76,14563.27,16118.88,18463.4,4
General Fund,IT Customer Relationship Mgt,Employee Benefits Total,,,,,196814.06,201242.36,193391.76,184268.62,203805.55,240338.72,3
General Fund,IT Customer Relationship Mgt,Miscellaneous,In/Out Freight,,,,,10000,10000,4200,4200,4150,4
General Fund,IT Customer Relationship Mgt,Miscellaneous Total,,,,,,10000,10000,4200,4200,4150,3
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Earnings Offset,,,,-3402,,,,,,4
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Longevity,,,,8791.66,7066.34,6911.03,4774.15,7843.88,8594.73,4
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Merit Increase,,,,2707.69,23.7,50.44,45.16,,,4
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Range Increase,,,,25.72,23.7,50.44,45.16,,,4
General Fund,IT Customer Relationship Mgt,Salaries and Wages,Salaries-Ft,,,,696758.92,689273.26,658804.16,609852.08,646431.5,734244.24,4
General Fund,IT Customer Relationship Mgt,Salaries and Wages Total,,,,,704881.99,696387,665816.07,614716.55,654275.38,742838.97,3
General Fund,IT Customer Relationship Mgt Total,,,,,,1437788.05,2261806.36,2204584.83,2045734.17,1607449.93,1678496.69,2
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Computer Lease,,,,807559,872753,872753,770038,,,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Computer Operations & Access,,,,1361511,1746700,2106800,2495542,2602899.03,2682099.03,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Contractual Svcs-Other,,,,,,,,68500,295300,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Office Supplies,,,,,,,,,1400,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Phone Lines,,,,43200,30000,55000,118825,70800,70800,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Professional Svcs-Other,,,,,443525,443525,585460,591853.75,467000,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Rsv-Wide Area Network,,,,562000,463118,865118,923408,1016018,1139418,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses,Wan Data Line,,,,202000,140611,140611,140611,206611,394611,4
General Fund,IT Enterprise Infrastructure M,Direct Expenses Total,,,,,2976270,3696707,4483807,5033884,4556681.78,5050628.03,3
General Fund,IT Enterprise Infrastructure M,Employee Benefits,457 Plan Offset,,,,-8824,,,,,,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Dental Insurance,,,,8450,12854.2,12500.48,13636.12,13874.28,12566.4,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Dental Insurance Increment,,,,,257.09,,,-1154.34,,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,FICA Temp,,,,,1364,1364,1364,1364,1364,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Group Life Ad & Di,,,,1229.68,1553.73,1519.18,1479.32,1334.18,1245.3,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Health Insurance,,,,165191,214582,231612,224928,195873.12,170658.24,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Health Insurance Increment,,,,-14456,-34692.81,-32170.91,-13383.21,-14729.66,12628.72,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Medicare,,,,19811.53,25032.32,24475.63,23833.64,21495.45,21556.49,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Medicare Temp,,,,,319,319,319,319,319,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Retirement,,,,94002.21,116357.12,119339.93,116209.72,103841.19,107782.52,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Retirement Temp,,,,,1650,1577.4,1628,1628,1628,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Social Security,,,,84711.27,107034.75,104654.52,101909.52,91911.63,92172.64,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits,Supplemental Retirement,,,,28209.34,26293.19,24160.68,32182.91,26787.39,33470.83,4
General Fund,IT Enterprise Infrastructure M,Employee Benefits Total,,,,,378325.03,472604.59,489351.91,504107.02,442544.24,455392.14,3
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Earnings Offset,,,,-8127,,,1009,,,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Longevity,,,,18270.16,21586.02,19616.96,23504.91,19938.42,10625.66,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Merit Increase,,,,8821.77,69.99,132.31,147.61,,,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Range Increase,,,,85.1,69.99,132.31,147.61,,,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Salaries-Ft,,,,1339133.61,1704641.05,1668094.91,1619901.79,1462507.24,1476029.76,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,22000,22000,22000,22000,22000,4
General Fund,IT Enterprise Infrastructure M,Salaries and Wages Total,,,,,1358183.64,1748367.05,1709976.49,1666710.92,1504445.66,1508655.42,3
General Fund,IT Enterprise Infrastructure M Total,,,,,,4712778.67,5917678.64,6683135.4,7204701.94,6503671.68,7014675.59,2
General Fund,IT Strategy & Planning,Direct Expenses,Cellular/Wireless Voice Lines,,,,,7700,7700,7700,500,500,4
General Fund,IT Strategy & Planning,Direct Expenses,Computer Lease,,,,,50000,50000,12265,1058404,1164854,4
General Fund,IT Strategy & Planning,Direct Expenses,Computer Operations & Access,,,,160600,177454,96000,117851,118551,110300,4
General Fund,IT Strategy & Planning,Direct Expenses,Copier Maintenance/Impressions,,,,,14400,23700,29611,30000,30000,4
General Fund,IT Strategy & Planning,Direct Expenses,Electric Service,,,,,,400,600,1000,1000,4
General Fund,IT Strategy & Planning,Direct Expenses,Motor Fuels & Lubricants,,,,,1568,1568,2568,1200,1200,4
General Fund,IT Strategy & Planning,Direct Expenses,Motor Pool Vehicle Use Costs,,,,,,,,1000,1000,4
General Fund,IT Strategy & Planning,Direct Expenses,Office Supplies,,,,,30734,27100,27100,27600,26200,4
General Fund,IT Strategy & Planning,Direct Expenses,Operational & Maint Supplies,,,,,8645,7245,1045,1045,6345,4
General Fund,IT Strategy & Planning,Direct Expenses,Photocopy Maint,,,,,10320,22600,22600,22600,36900,4
General Fund,IT Strategy & Planning,Direct Expenses,Print Copy-Rmb,,,,,3400,3400,1118,4317,4317,4
General Fund,IT Strategy & Planning,Direct Expenses,Professional Svcs-Other,,,,391000,380320,380320,380320,210000,33200,4
General Fund,IT Strategy & Planning,Direct Expenses,Telephone/Comm (Hard Lines),,,,,319410,319410,289410,220000,247000,4
General Fund,IT Strategy & Planning,Direct Expenses,Uniforms,,,,,,,,4500,4500,4
General Fund,IT Strategy & Planning,Direct Expenses,Vehicle Maint & Operation,,,,,7532,7532,7532,4500,4500,4
General Fund,IT Strategy & Planning,Direct Expenses,Wireless Data Comm,,,,,49525,49525,49525,40000,40000,4
General Fund,IT Strategy & Planning,Direct Expenses Total,,,,,551600,1061008,996500,949245,1745217,1711816,3
General Fund,IT Strategy & Planning,Employee Benefits,457 Plan Offset,,,,-3514,,,,,,4
General Fund,IT Strategy & Planning,Employee Benefits,Dental Insurance,,,,2115,3476.78,3651.64,5387.24,6106.96,5275.4,4
General Fund,IT Strategy & Planning,Employee Benefits,Dental Insurance Increment,,,,,69.53,,,-508.09,,4
General Fund,IT Strategy & Planning,Employee Benefits,Group Life Ad & Di,,,,319.39,533.63,534.87,785.05,783.78,711.38,4
General Fund,IT Strategy & Planning,Employee Benefits,Health Insurance,,,,36988,61792,63876,73764,85332,67650.24,4
General Fund,IT Strategy & Planning,Employee Benefits,Health Insurance Increment,,,,-3345,-9990.99,-8872.38,-4388.96,-6416.96,5006.11,4
General Fund,IT Strategy & Planning,Employee Benefits,Medicare,,,,5145.98,8597.67,8617.42,12647.93,12627.47,11461.24,4
General Fund,IT Strategy & Planning,Employee Benefits,Retirement,,,,24416.84,40663.6,42017.25,61669.64,60960.23,57306.17,4
General Fund,IT Strategy & Planning,Employee Benefits,Social Security,,,,22003.53,36762.51,36846.82,54080.84,53993.36,49006.66,4
General Fund,IT Strategy & Planning,Employee Benefits,Supplemental Retirement,,,,10646.88,10101.67,11886.08,22559.25,19823.13,17641.64,4
General Fund,IT Strategy & Planning,Employee Benefits Total,,,,,94776.62,152006.4,158557.7,226504.99,232701.88,214058.84,3
General Fund,IT Strategy & Planning,Miscellaneous,Advertising,,,,,4000,4000,4000,2500,2500,4
General Fund,IT Strategy & Planning,Miscellaneous,Licenses/Dues & Publications,,,,,139182,139182,170880,185880,187380,4
